ANZAC ID ,Mouse ID,treatment,diet,diet.P,diet.C,diet.F,ave.intake,intake.P,intake.C,intake.F,intake.E,triglycerides,uterus.weight.mg,ucp1,ucp1.batw,GTT_AUC,P4,FSH,LH,body.weight,body.fat,no.cycles,no.CL,cholesterol,adiponectin,triglycerides,uterus.weight,adipo.size,red.liver,ucp1,ucp1.batw,fgf21,basal.glucose
23523,o104.5/7,dht,6,0.74,7.46,7.8,2.568571429,1.900742857,19.16154286,20.03485714,41.09714286,45.27960093,62.82,1.9692,31.81774115,14358,,2034,78.35,22.5,24,0,,53.59028089,13461.6675,45.27960093,0.06282,,,1.9692,31.8177412,0.21090416,9
23524,o104.5/9,blank,6,0.74,7.46,7.8,2.730892857,2.020860714,20.37246071,21.30096429,43.69428571,53.33431492,63.74,1.1865,19.33355059,18317,,2164,90.27,22.63,21.7,2,,56.03574724,25740.4083,53.33431492,0.06374,,,1.1865,19.3335506,4.0786695,6.4
23525,o104.5/10+1,blank,6,0.74,7.46,7.8,2.730892857,2.020860714,20.37246071,21.30096429,43.69428571,43.26592243,75.07,0.4145,9.45267959,14782,,4248,84.27,22.39,21.1,2,,58.76891552,16288.1623,43.26592243,0.07507,,,0.4145,9.45267959,0.83577521,9.3
23526,oso113.11/2,dht,5,4.93,3.06,7.8,2.362047619,11.64489476,7.227865714,18.42397143,37.2967319,47.39396335,68.13,2.0819,30.89330761,16718,,3008,8.6,22.72,22.1,0,,54.40543634,8176.4627,47.39396335,0.06813,,,2.0819,30.8933076,8.17646274,9.3
23527,o103.5/7,dht,7,2.09,4.47,9.26,2.692486772,5.627297354,12.03541587,24.93242751,42.59514074,39.64130113,67.11,6.1282,111.0382316,18000,,955.07,24.33,24.11,21.6,0,,58.52916392,10162.1211,39.64130113,0.06711,,,6.1282,111.038232,0.01481741,9
23528,o103.5/8,dht,6,0.74,7.46,7.8,2.692433862,1.992401058,20.08555661,21.00098413,43.0789418,196.1041205,58.12,0.4612,6.743675976,16036,1.1,738.54,123.38,22.26,32.4,2,5,40.69164462,7564.7277,196.1041205,0.05812,,21.3359914,0.4612,6.74367598,,8.4
23529,o103.5/9,dht,7,2.09,4.47,9.26,2.692486772,5.627297354,12.03541587,24.93242751,42.59514074,65.01365022,64.12,1.1011,19.90779244,15558,0.45,,,23.43,20.7,1,0,78.86009988,9889.3802,65.01365022,0.06412,,3.33756383,1.1011,19.9077924,9.8893802,8.2
23530,o103.5/5,blank,7,2.09,4.47,9.26,2.413154762,5.043493452,10.78680179,22.3458131,38.17610833,69.34305899,61.62,3.5164,90.58450759,19003,0.992,882,87.62,23.18,22.7,2,,52.72717511,11859.784,69.34305899,0.06162,,,3.5164,90.5845076,11.859784,7.4
23531,o103.5/4,blank,7,2.09,4.47,9.26,2.413154762,5.043493452,10.78680179,22.3458131,38.17610833,92.29899388,70.08,0.4385,9.90960452,15940,,548.45,39.17,22.93,23.7,2,,45.39077605,,92.29899388,0.07008,,,0.4385,9.90960452,,7.5
23532,o103.5/6,blank,7,2.09,4.47,9.26,2.413154762,5.043493452,10.78680179,22.3458131,38.17610833,108.9118415,64.59,0.5366,11.28259041,17119,,,,21.59,22.2,2,,22.47052277,9039.5127,108.9118415,0.06459,,,0.5366,11.2825904,9.0395127,8
23533,oso118.5/6,blank,8,2.09,8.87,4.68,2.583142857,5.398768571,22.91247714,12.08910857,40.40035429,105.589272,68.88,0.3534,4.520337682,12720,4.26,582.3,2.31,25.5,26.5,2,,69.30628992,14680,105.589272,0.06888,,,0.3534,4.52033768,14.68,10.1
23534,oso118.5/5,blank,8,2.09,8.87,4.68,2.583142857,5.398768571,22.91247714,12.08910857,40.40035429,56.95893622,79.12,0.2781,4.828125,11153,,845.78,39.17,22.38,24.3,2,,70.80236515,15978.1704,56.95893622,0.07912,,,0.2781,4.828125,15.9781704,10
23535,oso118.5/10,dht,8,2.09,8.87,4.68,2.823238095,5.900567619,25.0421219,13.21275429,44.15544381,75.18272664,92.8,2.2499,14.48464559,18804,,738.54,2.31,32.66,36.2,0,,65.6737617,13412.3172,75.18272664,0.0928,,,2.2499,14.4846456,,9.7
23536,oso118.5/10+1,dht,8,2.09,8.87,4.68,2.823238095,5.900567619,25.0421219,13.21275429,44.15544381,88.27163688,65.13,1.5581,25.09017713,20768,8.26,1427,12.52,25.97,26.4,2,6,61.88568636,21312.2958,88.27163688,0.06513,,10.1780229,1.5581,25.0901771,21.3122958,7.1
23537,oso117.3/7,blank,9,6.27,4.47,4.72,2.383703704,14.94582222,10.65515556,11.25108148,36.85205926,60.68424144,55.06,0.3161,93.99345822,19020,3.72,3022,1000,21.27,19.9,2,,59.34431937,10542.0375,60.68424144,0.05506,,,0.3161,93.9934582,0.43125202,7.5
23538,oso117.3/9,blank,9,6.27,4.47,4.72,2.383703704,14.94582222,10.65515556,11.25108148,36.85205926,116.6645037,86.64,0.3398,8.442236025,17939,,1485,778.29,20.47,18.5,2,,47.5964908,13092.2944,116.6645037,0.08664,,,0.3398,8.44223603,0.45570347,9.9
23539,o106.4/6,blank,10,3.43,5.89,6.19,2.51952381,8.641966667,14.83999524,15.59585238,39.07781429,58.06645939,64.63,0.4799,10.40817212,21990,1.74,1160,56.73,20.93,20.8,2,,48.02804369,29870.5701,58.06645939,0.06463,,,0.4799,10.4081721,0.28413007,7.2
23540,oso117.3/8,blank,9,6.27,4.47,4.72,2.383703704,14.94582222,10.65515556,11.25108148,36.85205926,371.6968856,58.45,0.4829,9.638722555,8962,,809.79,39.17,21.43,21.1,1,,47.06903727,6768.7802,371.6968856,0.05845,,,0.4829,9.63872256,0.15699853,9.8
23541,oso118.5/8,dht,7,2.09,4.47,9.26,2.652116402,5.54292328,11.85496032,24.55859788,41.95648148,93.70856883,115.2,1.098,18.44138394,25750,,599.35,76.75,26.73,35.3,0,,45.43872637,10687.8981,93.70856883,0.1152,,,1.098,18.4413839,10.6878981,7.8
23542,oso117.3/4,dht,8,2.09,8.87,4.68,2.823238095,5.900567619,25.0421219,13.21275429,44.15544381,39.74198505,82.02,0.3515,5.234549516,22987,,1331,2.31,25.83,30,0,,117.7791273,21877.6169,39.74198505,0.08202,,,0.3515,5.23454952,21.8776169,7.7
23543,oso117.3/5,dht,9,6.27,4.47,4.72,2.45973545,15.42254127,10.99501746,11.60995132,38.02751005,52.62952745,82.16,0.4002,6.45483871,9224,0.258,1048,2.31,23.79,20,0,,57.37835622,11383.9622,52.62952745,0.08216,,,0.4002,6.45483871,11.3839622,11.4
23544,o106.4/9,dht,9,6.27,4.47,4.72,2.45973545,15.42254127,10.99501746,11.60995132,38.02751005,27.96196584,62.24,0.6487,13.85519009,14390,,1312,2.31,22.65,21.8,0,,57.0906543,4815.9258,27.96196584,0.06224,,,0.6487,13.8551901,4.81592575,11.8
23545,oso117.3/6,dht,9,6.27,4.47,4.72,2.45973545,15.42254127,10.99501746,11.60995132,38.02751005,43.5679742,82.9,2.1515,34.30872269,16478,,882,778.29,23.78,20.1,0,,89.31326979,5117.5212,43.5679742,0.0829,,,2.1515,34.3087227,5.11752117,10.3
23546,o106.4/5,blank,10,3.43,5.89,6.19,2.51952381,8.641966667,14.83999524,15.59585238,39.07781429,63.10065564,69.99,0.6034,15.22199798,16145,,4629,39.17,21,22.9,3,,54.5492873,17352.2808,63.10065564,0.06999,,,0.6034,15.221998,0.24126696,9.3
23547,o106.4/7,blank,10,3.43,5.89,6.19,2.51952381,8.641966667,14.83999524,15.59585238,39.07781429,40.95019215,129.17,0.3614,5.276682727,24857,,338.38,39.17,22.59,24.2,3,,58.6841558,14136.7987,40.95019215,0.12917,,,0.3614,5.27668273,0.54534164,6.3
23548,0106.4/10,dht,10,3.43,5.89,6.19,2.677619048,9.184233333,15.77117619,16.5744619,41.52987143,43.9707099,70.86,0.8908,7.174035596,15930,0.606,1103,375.18,28.9,33,2,0,43.1850613,15094.0971,43.9707099,0.07086,,15.5911382,0.8908,7.1740356,0.36190795,10.4
23549,oso118.5/7,blank,8,2.09,8.87,4.68,2.583142857,5.398768571,22.91247714,12.08910857,40.40035429,45.48096878,119.1,0.318,3.830863751,21500,,465.47,2.31,26.1,23.3,2,,51.81611902,24147.0565,45.48096878,0.1191,,,0.318,3.83086375,24.1470565,9
23550,o105.5/5,dht,10,3.43,5.89,6.19,2.655178571,9.1072625,15.63900179,16.43555536,41.18181964,26.35102304,70.48,0.4055,4.651296169,19054,2.66,668.35,2.31,24.82,24.1,2,2,,10667.4274,26.35102304,0.07048,,1.55052867,0.4055,4.65129617,,7.9
23551,o105.5/6,dht,10,3.43,5.89,6.19,2.655178571,9.1072625,15.63900179,16.43555536,41.18181964,81.62649783,81.39,0.7528,7.019768743,14727,,531.67,2.31,29.17,32.5,0,,50.76121197,6759.7042,81.62649783,0.08139,,,0.7528,7.01976874,0.13765895,11
23552,o101.6/7,blank,1,8.88,3.03,3.22,2.272291667,20.17795,6.88504375,7.316779167,34.37977292,51.01858465,61.32,0.1547,3.925399645,17943,0.71,465.47,2.31,22.3,21.3,2,3,43.32891226,15187.0683,51.01858465,0.06132,,,0.1547,3.92539965,0.00487238,7.8
23553,o101.6/8,blank,1,8.88,3.03,3.22,2.272291667,20.17795,6.88504375,7.316779167,34.37977292,87.9695851,57.91,0.2401,3.885742029,21428,,774.04,123.38,23.5,23.2,2,,51.91201966,9520.9766,87.9695851,0.05791,,,0.2401,3.88574203,0.51114842,7.9
23554,o109.1/4,dht,1,8.88,3.03,3.22,2.273015873,20.18438095,6.887238095,7.319111111,34.39073016,113.2412503,95.22,0.6264,9.934972244,17675,,1680,2.31,21.53,20.2,0,,41.31499879,14100.6624,113.2412503,0.09522,,,0.6264,9.93497224,,9.7
23555,o109.1/5,dht,2,0.74,11.62,3.23,3.627936508,2.684673016,42.15662222,11.71823492,56.55953016,49.70969362,60.44,3.8009,44.14518002,11700,,1029,31.4,23.47,24.1,0,,52.87102608,7394.392,49.70969362,0.06044,,,3.8009,44.14518,3.72228749,11
23556,o108.1/7,dht,5,4.93,3.06,7.8,2.228412698,10.9860746,6.818942857,17.38161905,35.18663651,53.13294707,80.39,0.8332,13.49967596,18911,,1198,24.33,25.5,22.2,0,,,12024.406,53.13294707,0.08039,,,0.8332,13.499676,12.024406,8.4
23557,oso113.12/4,blank,4,4.84,7.31,3.19,2.876,13.91984,21.02356,9.17444,44.11784,108.3814413,68.3,,,8832,,400.97,2.31,20.79,26.4,2,,,29215.7591,108.3814413,0.0683,,,,,29.2157591,9.8
23558,oso126.1/7,blank,5,4.93,3.06,7.8,2.530857143,12.47712571,7.744422857,19.74068571,39.96223429,127.5383676,56.29,2.1172,30.0952381,8739,,498.37,2.31,23.23,28,1,,42.75350841,11350.1488,127.5383676,0.05629,,,2.1172,30.0952381,11.3501488,8.9
23559,oso126.1/8,blank,5,4.93,3.06,7.8,2.530857143,12.47712571,7.744422857,19.74068571,39.96223429,221.4764696,74.16,0.8161,16.00823852,21621,,633.69,12.52,23.31,23.9,3,,47.69239144,17431.9981,221.4764696,0.07416,,,0.8161,16.0082385,17.4319981,8.1
23560,o108.1/5,blank,2,0.74,11.62,3.23,4.127,3.05398,47.95574,13.33021,64.33993,47.63819816,48.63,3.2519,37.97617657,15000,,433,2.31,24.24,32.3,1,,100.0257013,24606.3263,47.63819816,0.04863,,,3.2519,37.9761766,2.00754068,7.9
23561,oso113.12/3,blank,4,4.84,7.31,3.19,2.876,13.91984,21.02356,9.17444,44.11784,82.93538886,52.48,0.9416,8.948869036,26140,1.484,1274,2.31,32.75,34.6,2,3,62.57395139,20068.8433,82.93538886,0.05248,,,0.9416,8.94886904,20.0688433,8.2
23562,o109.1/6,dht,2,0.74,11.62,3.23,3.627936508,2.684673016,42.15662222,11.71823492,56.55953016,31.13902142,58.25,0.6936,6.90080589,13862,1.824,2075,12.52,23.32,25.7,2,0,80.36722396,12837.8806,31.13902142,0.05825,,2.95360312,0.6936,6.90080589,10.3421864,8.5
23563,o108.1/3,blank,2,0.74,11.62,3.23,4.127,3.05398,47.95574,13.33021,64.33993,27.85369187,78.61,1.0553,16.11145038,17021,0.7,1388,56.73,22.99,33,1,4,67.6968487,,27.85369187,0.07861,,,1.0553,16.1114504,2.95928807,8.2
23564,o109.1/8,dht,4,4.84,7.31,3.19,2.880714286,13.94265714,21.05802143,9.189478571,44.19015714,40.88172284,62.72,0.3403,4.333927662,17438,0.4,1179,47.63,26.89,24.6,2,0,58.90088571,16935.622,40.88172284,0.06272,,0.18976789,0.3403,4.33392766,16.935622,11.2
23565,o109.1/7,dht,4,4.84,7.31,3.19,2.880714286,13.94265714,21.05802143,9.189478571,44.19015714,47.11252026,50.04,0.3664,6.605372273,16624,,955.07,2.31,23.87,22.3,1,,53.71755037,17137.8935,47.11252026,0.05004,,,0.3664,6.60537227,17.1378935,9.1
23566,o3b.9/1,blank,7,2.09,4.47,9.26,2.588285714,5.409517143,11.56963714,23.96752571,40.94668,51.64400929,65.39,1.7021,28.7080452,15297,,498.37,2.31,23.9,24.4,3,,53.40340884,27245.2805,51.64400929,0.06539,,,1.7021,28.7080452,27.2452805,9.6
23567,o103.6/7,blank,6,0.74,7.46,7.8,2.78125,2.058125,20.748125,21.69375,44.5,28.19355355,105,1.3505,19.07216495,12029,,248.74,24.33,24.42,25.4,1,,66.64971025,22382.3253,28.19355355,0.105,,,1.3505,19.072165,2.40123925,13.1
23568,o103.6/9,dht,5,4.93,3.06,7.8,2.312142857,11.39886429,7.075157143,18.03471429,36.50873571,64.55875303,44.46,,,17219,,165.43,2.31,19.14,22.1,0,,66.17849794,,64.55875303,0.04446,,,,,,9.5
23569,oso118.6/10,dht,6,0.74,7.46,7.8,3.147285714,2.328991429,23.47875143,24.54882857,50.35657143,18.67742658,155.48,1.171,10.61842583,11290,,563.6,63.44,27.94,24.5,0,,119.2160605,8278.311,18.67742658,0.15548,,,1.171,10.6184258,0.96638693,11.3
23570,oso118.6/7,dht,7,2.09,4.47,9.26,2.766785714,5.782582143,12.36753214,25.62043571,43.77055,62.51958297,73.65,1.2688,18.44722303,17679,,252.81,847.67,26.26,26.9,0,,80.78607934,,62.51958297,0.07365,,,1.2688,18.447223,,11.2
23571,oso118.6/8,dht,7,2.09,4.47,9.26,2.766785714,5.782582143,12.36753214,25.62043571,43.77055,38.84255278,103.8,0.9713,12.78093584,15404,,44.9,2.31,28.2,24.9,0,,68.74398715,,38.84255278,0.1038,,,0.9713,12.7809358,,11.7
23572,o3b.9/2,blank,1,8.88,3.03,3.22,2.255555556,20.02933333,6.834333333,7.262888889,34.12655556,80.6455391,57.41,0.7349,13.1702509,13632,,632.42,2.31,21.57,17.6,2,,37.32983361,,80.6455391,0.05741,,,0.7349,13.1702509,0.01059,10.2
23573,o103.6/8,blank,6,0.74,7.46,7.8,2.78125,2.058125,20.748125,21.69375,44.5,52.0971582,67.8,1.4454,20.26356372,10729,,315.42,534.6,22.23,25.4,2,,89.80252054,2840.9043,52.0971582,0.0678,,,1.4454,20.2635637,0.76847325,9.8
23574,oso118.6/6,dht,6,0.74,7.46,7.8,3.147285714,2.328991429,23.47875143,24.54882857,50.35657143,32.72504258,71.26,0.9505,14.8376522,14012,,412.5,45.16,23.2,19.9,0,,64.71250411,7774.1511,32.72504258,0.07126,,,0.9505,14.8376522,0.36168901,10.4
23575,oso127.1/4,blank,9,6.27,4.47,4.72,2.434214286,15.26252357,10.88093786,11.48949143,37.63295286,68.75038039,73.88,1.8414,38.27478695,19038,,649.76,347.25,20.84,21.9,2,,77.63444202,,68.75038039,0.07388,,,1.8414,38.274787,0.03428233,7.3
23576,o109.2/7,dht,1,8.88,3.03,3.22,2.320555556,20.60653333,7.031283333,7.472188889,35.11000556,55.6090622,61.76,1.8842,38.78550844,19247,0.574,315.42,2.31,23.72,20.3,1,0,47.38236274,,55.6090622,0.06176,,0.04121362,1.8842,38.7855084,0.01330266,8.9
23577,oso127.1/6,dht,8,2.09,8.87,4.68,2.681984127,5.605346825,23.78919921,12.55168571,41.94623175,111.7995262,89.61,0.6252,3.985465672,16603,,44.9,29.43,28.83,32.2,0,,102.4094884,,111.7995262,0.08961,,,0.6252,3.98546567,,9.5
23578,oso127.1/7,dht,8,2.09,8.87,4.68,2.681984127,5.605346825,23.78919921,12.55168571,41.94623175,82.45813471,71.21,0.8647,9.040250915,15508,,44.9,84.04,25.31,27.9,0,,,5644,82.45813471,0.07121,,,0.8647,9.04025092,5.644,9.3
23579,o104.6/9,dht,10,3.43,5.89,6.19,2.602936508,8.928072222,15.33129603,16.11217698,40.37154524,51.41743484,63.32,6.402,86.33850303,16770,,396.09,84.04,23.65,25.7,0,,52.87983961,,51.41743484,0.06332,,,6.402,86.338503,0.21554121,10
23580,o104.6/6,blank,10,3.43,5.89,6.19,2.941071429,10.087875,17.32291071,18.20523214,45.61601786,44.39362684,67.25,1.5299,36.23466654,26250,,1188,347.25,22.82,23,3,,46.75407967,21404.4363,44.39362684,0.06725,,,1.52986386,36.2346665,0.43470859,6.6
23663,o104.6/8,blank,10,3.43,5.89,6.19,2.941071429,10.087875,17.32291071,18.20523214,45.61601786,50.96428594,88.21,0.9268,19.1892466,21094,0.664,283.88,131.42,23.76,22.5,2,,49.94785195,,50.96428594,0.08821,,,0.92684061,19.1892466,0.32467199,7.2
23664,o106.5/7,blank,7,2.09,4.47,9.26,2.50452381,5.234454762,11.19522143,23.19189048,39.62156667,78.60636903,64.78,1.7856,29.5042961,15820,,331.36,84.04,24.11,21,3,,50.156527,,78.60636903,0.06478,,,1.7856,29.5042961,,8.6
23665,oso127.1/3,blank,8,2.09,8.87,4.68,2.434214286,5.087507857,21.59148071,11.39212286,38.07111143,25.24808568,64.09,0.4929,6.476152937,26483,,412.5,3830,22.31,22.6,2,,73.35139634,,25.24808568,0.06409,,,0.4929,6.47615294,,6.3
23666,oso127.1/5,blank,9,6.27,4.47,4.72,2.831928571,17.75619214,12.65872071,13.36670286,43.78161571,35.78379768,74.09,1.2035,20.81819754,22167,,44.9,106.75,22,19.3,2,,56.12596881,,35.78379768,0.07409,,,1.2035,20.8181975,0.01059,9.3
23667,oso128.1/6,dht,9,6.27,4.47,4.72,2.831928571,17.75619214,12.65872071,13.36670286,43.78161571,46.09293523,85.49,3.2036,32.40542181,21169,,790.17,63.44,26.68,19,0,,65.07900257,8355.0314,46.09293523,0.08549,,,3.2036,32.4054218,0.01758091,9.9
23668,oso128.1/7,dht,9,6.27,4.47,4.72,2.764357143,17.33251929,12.35667643,13.04776571,42.73696143,39.29570168,72.78,2.4621,30.38879289,16689,,44.9,29.43,24.82,25.1,0,,60.10509492,10355.9451,39.29570168,0.07278,,,2.4621,30.3887929,0.01059,7.4
23669,oso128.1/5,blank,8,2.09,8.87,4.68,2.764357143,5.777506429,24.51984786,12.93719143,43.23454571,38.38940387,78.23,0.88,12.69658058,10042,,462.23,16.51,24.01,19.9,3,,77.63444202,19154.2529,38.38940387,0.07823,,,0.88,12.6965806,19.1542529,12.6
23670,o109.2/10,dht,10,3.43,5.89,6.19,2.602936508,8.928072222,15.33129603,16.11217698,40.37154524,61.38671071,63.29,0.9,15.65762004,11187,0.526,843.51,29.43,23.25,23.2,2,,,12369.2468,61.38671071,0.06329,,,0.9,15.65762,0.10760435,7.1